timestamp,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,angvel_x,angvel_y,angvel_z,thrust,desired_pos_x,desired_pos_y,desired_pos_z,desired_quat_w,desired_quat_x,desired_quat_y,desired_quat_z,desired_vel_x,desired_vel_y,desired_vel_z,desired_omega_x,desired_omega_y,desired_omega_z
1752462905.3929024,0.06173151197012017,0.15882216054369477,1.0323878322791284,0.9999876319150556,0.003983931828515972,0.00022823826488358183,0.0029685369122302383,-0.1447134020439815,-0.04829511467043654,0.08524737318061643,0.010577214483629662,-0.03575275870317803,0.02640860444901187,4.686859,5.818723,16.993673,0.3032054,0.061731514,0.15882216,1.0323879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462905.4714694,0.05108029532622152,0.15429324210726708,1.0381726263177762,0.9999874416847533,0.004279931777078146,-0.0006470271126025979,0.002525868698317851,-0.1277903160564552,-0.06557698059078246,0.05908641279338071,-0.0036644501029285603,0.038109589688870904,-0.05128982359502525,-3.4499328,17.09974,11.632629,0.30369025,0.061731514,0.15882216,1.0323879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462905.4918,0.0485301108347044,0.15290067185824152,1.0395039725458897,0.999989858600066,0.003947464968087286,-0.001204796011242346,0.001802410585043877,-0.13290396903591334,-0.07088157280225826,0.05458815800099541,-0.020853937011325117,0.002685889245433058,-0.02691023996865272,-6.486739,23.830727,3.6520782,0.23110761,0.061731514,0.15882216,1.0323879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462905.5143297,0.046217165036925724,0.15136429237261978,1.0406265219344568,0.9999922129377532,0.003511823391353185,-0.0007264538980468043,0.0016472477218600794,-0.11344070510994006,-0.07731436824806878,0.05705898944866023,-0.06651848611026288,-0.12500402949024933,0.0032856125770472115,-1.4689056,16.35319,9.0856695,0.27259976,0.061731514,0.15882216,1.0323879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462905.5338237,0.043796276068562276,0.14981916195675393,1.0415122018445506,0.9999950876293777,0.0022614764040849466,0.0012008709650681842,0.0018078579900513599,-0.11575087388122363,-0.0764814782899153,0.03678942442943878,-0.17351351706842105,-0.28769017386370904,0.03886114623205888,-16.981766,37.791805,-7.5626564,0.24348542,0.061731514,0.15882216,1.0323879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462905.553704,0.04163700167619524,0.14817120191830388,1.0416785172873857,0.9999867684019623,9.218630456005628e-05,0.004614490478711406,0.0022717835079920138,-0.10966536657508909,-0.0789771269001139,-0.0016574366266564123,-0.2531017699950596,-0.44066331201083736,0.05644028559707603,-23.766632,33.581635,-5.5481787,0.26323593,0.061731514,0.15882216,1.0323879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462905.5735939,0.03946991348116541,0.14639443479685685,1.0411951264569415,0.999947493539943,-0.0028249256084717793,0.009407273767950322,0.002921157090461929,-0.1083821329075073,-0.09383212502410525,-0.03700634631212084,-0.33680462345062745,-0.5534177242707253,0.07826072537988293,-17.858696,19.244774,5.8869987,0.28639275,0.061731514,0.15882216,1.0323879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462905.5934727,0.03753888534739401,0.14463692725029945,1.039808828900702,0.9998502497955214,-0.006629233771795791,0.015547750474576818,0.003714659959245432,-0.09318955696602244,-0.08923631787856982,-0.0811573994923273,-0.4415859974600089,-0.7023103337061206,0.08155967456832655,-3.6691506,25.826431,11.854004,0.27718666,0.061731514,0.15882216,1.0323879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462905.613521,0.03572722261463936,0.14289701233421095,1.0373803739775433,0.9996708344466287,-0.01148519028878075,0.022468390848684353,0.004635145465078449,-0.08949805244974635,-0.08620778953946578,-0.13102857597947498,-0.5488276329739192,-0.7123948592268965,0.09371109605586966,-16.947546,10.547244,-18.739775,0.28528935,0.061731514,0.15882216,1.0323879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462905.6330988,0.03417155343503794,0.1411454221332857,1.0340893684696792,0.999421508122156,-0.016946494717476574,0.028937571605019956,0.005664130050596137,-0.07755880432071896,-0.08487002385232512,-0.17345313337799173,-0.5309648794363763,-0.6219891954922491,0.10709032635210178,-6.189728,15.757538,-15.804473,0.31410387,0.061731514,0.15882216,1.0323879,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
