timestamp,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,angvel_x,angvel_y,angvel_z,thrust,desired_pos_x,desired_pos_y,desired_pos_z,desired_quat_w,desired_quat_x,desired_quat_y,desired_quat_z,desired_vel_x,desired_vel_y,desired_vel_z,desired_omega_x,desired_omega_y,desired_omega_z
1752463172.6414046,-0.052731652098908434,0.024779594672601518,0.9357552926595009,0.9999831711085105,-0.002681662901577837,0.004462970209894992,0.0025589217954277706,-0.04030472489402908,-0.055926653084884204,0.08567268939473281,-0.0778872003922425,-0.05006595543251173,0.021923266929208388,10.687856,33.10814,46.934254,0.3685307,-0.05273165,0.024779595,0.9357553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752463172.756566,-0.055613013862717865,0.016820620106119715,0.9440029778899819,0.9999824845779766,-0.0018449439881667784,0.004106986270575265,0.003841794204614307,-0.017011506412265273,-0.07921042079506456,0.07062364754915117,0.07754365261162229,0.015057507601821509,0.008768051132841273,-33.36644,90.58757,-23.458078,0.4285255,-0.05273165,0.024779595,0.9357553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752463172.7761595,-0.05582896679025353,0.015162963401891407,0.9455829973996751,0.9999832821979446,-0.0011242902892990888,0.004097645151277784,0.003921810829887412,-0.018554334656973842,-0.09487056597042211,0.07622938162627955,0.05930978341498756,-0.061571015239924996,0.016265662073606264,-24.161322,11.317324,-85.10186,0.2060656,-0.05273165,0.024779595,0.9357553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752463172.7972531,-0.05579056261868321,0.013457885120412624,0.9472882674844376,0.9999745399831955,-0.00033155320359699647,0.005970556075921182,0.0038938307634021757,0.012845551697050471,-0.08305644306649794,0.07933819571411986,0.11924716570798752,-0.3830595038170733,-0.05756630755666436,3.7288787,-23.211432,58.218487,0.4529583,-0.05273165,0.024779595,0.9357553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752463172.8175035,-0.055658724501163104,0.01170983080222595,0.9489391823913882,0.9999210014616057,0.0009978837613372781,0.012077346761551585,0.0033365789695008045,0.021750094850011465,-0.08324444604312248,0.08797782689447828,0.12956983608686523,-0.8310629205558462,-0.00358074076009843,11.03139,-46.170555,66.29564,0.38226736,-0.05273165,0.024779595,0.9357553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752463172.8369627,-0.05540303381984172,0.009859502672850547,0.9501567508951042,0.9997732728618133,0.0010317049255822715,0.020983322810011033,0.0034696714506560903,0.014162902129784032,-0.09702244533261238,0.05745331943968726,-0.100554779234236,-0.9123848747073696,-0.0023284381514618066,-42.69155,-71.053406,-5.037371,0.3596536,-0.05273165,0.024779595,0.9357553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752463172.8572462,-0.05492851205206515,0.008009460511196905,0.9510788728327061,0.9995824411820018,-0.0013986084127155106,0.02865336256831444,0.003460056165231589,0.029824296033517477,-0.10059694763878299,0.043678732455359734,-0.33574661612856627,-0.5935740656094306,0.018091685522748913,30.92031,7.0741735,-80.410255,0.3298962,-0.05273165,0.024779595,0.9357553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752463172.877196,-0.05418061313241998,0.006181435969672072,0.951870716117634,0.9995012463284033,-0.005711587534156294,0.03076783614020726,0.004239883849539984,0.036978778771231235,-0.08246151964252954,0.03588717092029675,-0.5362297491743812,0.1860187395067812,0.12613788696910738,-15.080179,32.609184,62.074696,0.2685171,-0.05273165,0.024779595,0.9357553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752463172.8971229,-0.053348908008127784,0.004171776956116134,0.952332703595728,0.9996198996873271,-0.012469074092597352,0.023831458556369655,0.0060530920567543,0.04624998740341528,-0.09624358878584692,0.024814924490865236,-0.7467734060016475,1.063330515027107,0.15893873550220353,-9.471098,-41.309856,15.124617,0.45366374,-0.05273165,0.024779595,0.9357553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752463172.917424,-0.052384039074160484,0.002279781383901339,0.9526055070188895,0.9997273264569823,-0.018736217633195374,0.011588104790743613,0.007742267841838407,0.05339162100082545,-0.09321105213725017,0.013187129167969859,-0.4907486169731442,1.1942368002503796,0.1359795904551168,9.2294855,-132.08255,13.363404,0.4029994,-0.05273165,0.024779595,0.9357553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752463172.9372556,-0.051388164452045346,0.0003865445857263826,0.9523268987888371,0.9997136774744886,-0.021989829708135573,0.0019008107930676347,0.009241070185334169,0.05288403794367703,-0.10095460455097442,-0.0180006574005039,-0.20238301552272064,0.7573900311082212,0.1051037829488492,-18.22326,40.526558,26.485615,0.32691258,-0.05273165,0.024779595,0.9357553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
