timestamp,pos_x,pos_y,pos_z,quat_w,quat_x,quat_y,quat_z,vel_x,vel_y,vel_z,omega_x,omega_y,omega_z,angvel_x,angvel_y,angvel_z,thrust,desired_pos_x,desired_pos_y,desired_pos_z,desired_quat_w,desired_quat_x,desired_quat_y,desired_quat_z,desired_vel_x,desired_vel_y,desired_vel_z,desired_omega_x,desired_omega_y,desired_omega_z
1752462992.6580098,-0.1143122249972494,-0.004552739432048504,1.0001778225910471,0.9999879943479952,-0.0018992054702316626,0.004430840434514915,0.0008785394128253218,-0.0498324305931289,0.011597906582864505,0.12301719086976239,-0.008771980335746441,-0.022672491125847936,-0.01656191585833696,-89.300385,-18.646568,-38.19548,0.3024396,-0.114312224,-0.004552739,1.0001779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462992.7400017,-0.11744012375291579,-0.004776269202891312,1.0099401717834386,0.9999820218844719,-0.0020798500308937414,0.00553065079212963,0.001020800425199048,-0.023993285033454343,-0.010143381125817506,0.10652094600563586,0.0010123330040504883,-0.03135937930357714,0.029228908688162598,-30.125528,34.698715,-4.96388,0.45545858,-0.114312224,-0.004552739,1.0001779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462992.760777,-0.11776625904512622,-0.004995943518072845,1.0118418049123727,0.9999790689530345,-0.0021599699036657233,0.005874429752974826,0.0016392867092629299,-0.017374781939179042,-0.009731546811193781,0.09027342815209763,-0.014588495805534132,-0.029464132391443847,0.06136437890647007,-1.7191812,2.2757208,-43.172367,0.45468456,-0.114312224,-0.004552739,1.0001779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462992.78165,-0.11803456833790624,-0.005318353430485689,1.0137568922542057,0.9999753448657681,-0.0031026060670968822,0.005925337615673037,0.0021386608709226904,-0.006229237626236169,-0.019798733101522657,0.09948503648460208,-0.19469388688917344,-0.018729096484902567,0.0006319819756336203,2.4561675,-6.9630475,78.23581,0.30397078,-0.114312224,-0.004552739,1.0001779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462992.801844,-0.11815267553793421,-0.005734456521217614,1.0156574959997131,0.9999603631369229,-0.00599228891366157,0.006343529950665635,0.001767556622434872,-0.0030241887848754456,-0.024861907532870015,0.09095895738579766,-0.32429096212056313,-0.10244328501986004,-0.06420125716221733,-0.063097976,39.355015,42.99557,0.3981129,-0.114312224,-0.004552739,1.0001779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462992.8220506,-0.11813295913166855,-0.006087861089636993,1.0174694438899143,0.9999290807685913,-0.008940363025178389,0.007783365944713365,0.0011500247079005742,0.008088908899126165,-0.019307737105345644,0.09167627504794179,-0.22700240848287642,-0.19235473263521596,-0.01612677510186673,4.4053206,43.668163,13.884143,0.377159,-0.114312224,-0.004552739,1.0001779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462992.841629,-0.11797353464468725,-0.006550102880129615,1.019208678860434,0.9998948322621419,-0.01079328838568185,0.009540969334678162,0.0016730945702769096,0.004992283611183645,-0.015561855254770475,0.08392621532221504,-0.13310772908173782,-0.20199825532423146,0.08586062979453409,-10.594562,-78.86323,7.382931,0.36777425,-0.114312224,-0.004552739,1.0001779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462992.861233,-0.11752719489765037,-0.007050652947275436,1.021021531226997,0.9998619844645583,-0.011227638575482896,0.011977273894089088,0.0025489340280543324,0.025058173706004723,-0.027013194271480676,0.09516718708710624,0.03401136968124026,-0.348368202061806,0.10346722052472507,7.7329364,-44.181747,91.32551,0.39204884,-0.114312224,-0.004552739,1.0001779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462992.8815084,-0.11683536267797148,-0.007514868740784817,1.0225238687370453,0.9998070722832766,-0.010149228833092938,0.01638714213143511,0.0037779543671718516,0.03835383575592393,-0.0295043834382523,0.06877298422310973,0.1714570573641755,-0.5009124381153771,0.16377094143161144,39.695873,38.408756,16.52986,0.49716473,-0.114312224,-0.004552739,1.0001779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1752462992.9012456,-0.11607465954672444,-0.008071282500611574,1.0239323925434767,0.9997627343947905,-0.008927966596406491,0.019004531421755635,0.005796042903964876,0.04040544222851555,-0.022881112274906874,0.07192284489504548,0.059127897834913554,0.02530424355982105,0.2481640862417278,83.59368,-99.79027,56.93233,0.38733405,-0.114312224,-0.004552739,1.0001779,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
